37.43262,-122.08781
37.43262,-122.08781
37.4322,-122.08802
37.43213,-122.08798
37.43206,-122.08779
37.43207,-122.08769
37.43207,-122.08764
37.43212,-122.0875
37.43221,-122.08738
37.43227,-122.08728
37.43227,-122.08725
37.43223,-122.08706
37.43223,-122.08706
37.43210,-122.08706
37.43199,-122.08706
37.43191,-122.08705
37.4318,-122.08695
37.43174,-122.08679
37.43174,-122.08669
37.43174,-122.08662
37.43175,-122.08638
37.43167,-122.08621
37.43166,-122.08619
37.43165,-122.08618
37.43161,-122.0861
37.43158,-122.08601
37.43163,-122.08582
37.43164,-122.08581
37.43169,-122.08563
37.43170,-122.08547
37.43170,-122.08540
37.43170,-122.08532
37.43170,-122.08529
37.43170,-122.08529
37.4317,-122.08494
37.4317,-122.08493
37.43170,-122.08483
37.43172,-122.08463
37.43172,-122.08465
37.43180,-122.08444
37.43182,-122.08425
37.43182,-122.08425
37.43186,-122.08416
37.43193,-122.08403
37.43195,-122.08398
37.43212,-122.08374
37.43226,-122.08359
37.43252,-122.08336
37.43269,-122.0832
37.43290,-122.08300
37.43304,-122.08288
37.43310,-122.08281
37.43316,-122.08274
37.43337,-122.08249
37.43342,-122.08243
37.43359,-122.08221
37.43368,-122.08208
37.43392,-122.0817
37.43393,-122.08169
37.4341,-122.08136
37.43413,-122.08127
37.43421,-122.08106
37.43422,-122.08103
37.43425,-122.08094
37.43437,-122.08049
37.43442,-122.08011
37.43443,-122.08001
37.43444,-122.07979
37.43444,-122.07975
37.43444,-122.07972
37.43444,-122.07968
37.43443,-122.07954
37.43441,-122.07936
37.43437,-122.07918
37.43431,-122.07891
37.43419,-122.07858
37.43403,-122.07826
37.43402,-122.07824
37.43377,-122.0779
37.43377,-122.07790
37.43351,-122.07763
37.43345,-122.077590
37.43345,-122.07758
37.43332,-122.07749
37.43327,-122.07746
37.4331,-122.07737
37.43302,-122.0773
37.43290,-122.07725
37.43290,-122.07727
37.43282,-122.07726
37.43246,-122.07719
37.43238,-122.07719
37.4323,-122.07719
37.43198,-122.07722
37.43196,-122.07722
37.43176,-122.07726
37.43152,-122.07735
37.43121,-122.07745
37.43093,-122.07755
37.43031,-122.07779
37.42991,-122.07792
37.42967,-122.07798
37.42962,-122.078
37.42955,-122.07802
37.42907,-122.07815
37.42904,-122.07816
37.42895,-122.07819
37.42892,-122.07819
37.42876,-122.07821
37.42864,-122.07820
37.42851,-122.0782
37.42803,-122.07818
37.42774,-122.07817
37.42735,-122.07815
37.42676,-122.07807
37.42654,-122.07806
37.42645,-122.07806
37.42612,-122.07807
37.42598,-122.07807
37.42598,-122.07807
37.42577,-122.07809
37.42531,-122.07813
37.42525,-122.07813
37.42496,-122.07813
37.42457,-122.07812
37.42441,-122.07810
37.42432,-122.0781
37.42423,-122.0781
37.42423,-122.0781
37.42401,-122.07807
37.42347,-122.07804
37.42342,-122.07804
37.42339,-122.07867
37.42339,-122.07868
37.42338,-122.0787
37.42335,-122.07874
37.42335,-122.07896
37.42333,-122.0794
37.42332,-122.07957
37.42331,-122.07965
37.4233,-122.07982
37.42325,-122.08039
37.42324,-122.08045
37.42323,-122.08053
37.42321,-122.0808
37.42319,-122.08110
37.42314,-122.08160
37.42314,-122.08163
37.42310,-122.08215
37.42309,-122.08227
37.42307,-122.08248
37.42307,-122.08259
37.42306,-122.0828
37.42306,-122.08288
37.42306,-122.08299
37.42306,-122.08301
37.42305,-122.08319
37.42305,-122.08327
37.42305,-122.08337
37.42283,-122.08337
37.42278,-122.08335
37.42277,-122.08334
37.42271,-122.08326
37.42268,-122.0832
37.42263,-122.08324
37.4226,-122.08326
37.42257,-122.08333
37.42257,-122.08335
37.42259,-122.08343
37.42261,-122.08348
37.42267,-122.08363
37.42269,-122.08369
